Loanref,first_default_month,speed_label
F22Q40017358,22,0
F22Q30280143,24,0
F22Q40161818,9,1
F22Q40070186,15,0
F22Q40207849,17,0
F23Q10056014,11,1
F23Q20125268,21,0
F22Q20006896,8,1
F22Q20204199,9,1
F22Q40009172,21,0
F23Q30220054,23,0
F22Q30278452,6,1
F22Q40047667,8,1
F22Q40073875,23,0
F22Q20238785,17,0
F22Q20129087,21,0
F22Q10424684,11,1
F22Q10489111,9,1
F22Q10550410,9,1
F22Q30013294,22,0
F23Q20118560,17,0
F22Q10132074,3,1
F23Q10126669,19,0
F22Q10238865,9,1
F23Q10037328,6,1
F22Q40003981,8,1
F22Q40135566,12,1
F23Q20204966,10,1
F22Q30156875,8,1
F22Q20103750,6,1
F22Q40199134,21,0
F22Q40074248,8,1
F22Q20390951,23,0
F22Q10515227,11,1
F23Q20025499,24,0
F22Q40091508,13,0
F22Q20362607,19,0
F23Q10134208,18,0
F23Q30202995,17,0
F23Q10181171,6,1
F22Q20022453,15,0
F23Q10017298,20,0
F23Q10088626,18,0
F22Q30036969,21,0
F22Q40147043,13,0
F23Q30229184,18,0
F23Q20056258,18,0
F22Q30150651,23,0
F22Q10377107,15,0
F23Q10047268,18,0
F23Q20191866,24,0
F22Q20071787,21,0
F23Q10152538,16,0
F23Q10032944,14,0
F22Q30156883,13,0
F22Q20195488,20,0
F22Q30294515,23,0
F22Q40099080,7,1
F22Q10218160,6,1
F22Q40101902,24,0
F23Q20224033,17,0
F23Q20248561,20,0
F22Q40072811,8,1
F23Q20081531,20,0
F22Q20057278,6,1
F22Q40147445,9,1
F22Q10427927,8,1
F22Q30087796,11,1
F22Q10032384,3,1
F22Q40176105,12,1
F22Q30313610,23,0
F22Q10560856,21,0
F23Q30187442,7,1
F22Q20335811,12,1
F22Q30207593,16,0
F23Q10051514,22,0
F22Q20415343,23,0
F23Q10091946,20,0
F22Q10116614,18,0
F23Q20223287,16,0
F23Q10083895,20,0
F23Q10162358,13,0
F22Q10318959,10,1
F22Q30081515,9,1
F22Q30134339,16,0
F22Q20232096,14,0
F22Q10549592,2,1
F23Q10114765,15,0
F22Q30030363,4,1
F22Q20295993,23,0
F23Q30232751,22,0
F22Q10496474,10,1
F22Q30054643,12,1
F22Q30172762,5,1
F22Q20059729,5,1
F22Q10512437,10,1
F23Q20077975,13,0
F22Q40059301,24,0
F23Q10169039,12,1
F22Q10255534,12,1
F22Q40168819,6,1
F23Q10147784,24,0
F22Q10288942,16,0
F23Q20074870,20,0
F22Q20128311,21,0
F23Q10164521,19,0
F22Q30215141,8,1
F22Q40103924,3,1
F22Q30153491,12,1
F22Q10308562,3,1
F22Q20068878,12,1
F22Q20332285,5,1
F23Q10051908,14,0
F23Q20186625,21,0
F23Q30027671,17,0
F23Q20184321,10,1
F22Q30179635,21,0
F22Q40073259,4,1
F22Q30185784,3,1
F22Q20380556,13,0
F22Q20222581,5,1
F22Q10109893,9,1
F22Q10097300,22,0
F22Q20204732,13,0
F22Q10411704,18,0
F22Q10365712,13,0
F22Q30196161,6,1
F23Q20073802,19,0
F23Q30034731,18,0
F23Q20185569,5,1
F22Q30266844,8,1
F22Q40206375,17,0
F22Q20397119,11,1
F22Q30297988,13,0
F22Q30067129,20,0
F23Q20085621,17,0
F22Q30317778,9,1
F23Q30199517,13,0
F22Q30301100,5,1
F22Q20152248,23,0
F22Q10222203,10,1
F22Q30286612,19,0
F22Q40055139,22,0
F22Q20262985,4,1
F23Q20175001,18,0
F22Q10371749,5,1
F22Q10492214,14,0
F22Q30187799,20,0
F22Q40052795,3,1
F22Q20340700,4,1
F22Q10548715,13,0
F22Q10104696,20,0
F23Q30014577,15,0
F23Q30154268,24,0
F22Q10478584,11,1
F22Q20274268,6,1
F22Q30174579,14,0
F23Q30069088,14,0
F23Q10184802,17,0
F22Q10139019,8,1
F22Q40210891,4,1
F22Q30054161,21,0
F23Q30220370,10,1
F22Q30141153,6,1
F22Q30314031,7,1
F23Q20003857,15,0
F22Q30333607,9,1
F23Q20135860,23,0
F23Q20083960,22,0
F23Q20016603,16,0
F22Q10163298,10,1
F22Q30020071,16,0
F23Q20112328,19,0
F23Q30106808,10,1
F22Q20217992,18,0
F23Q20233270,14,0
F22Q10369786,13,0
F23Q10044121,6,1
F22Q20028213,3,1
F22Q10201356,12,1
F22Q10413175,14,0
F23Q10042246,16,0
F22Q40016275,12,1
F22Q10073005,7,1
F22Q30185451,14,0
F22Q20218782,20,0
F22Q40089400,11,1
F22Q30153229,11,1
F23Q20275381,18,0
F22Q40030815,6,1
F22Q20145195,16,0
F22Q20280718,12,1
F22Q20044264,24,0
F23Q10181515,23,0
F23Q20235853,3,1
F22Q10227100,9,1
F23Q10125632,24,0
F22Q40113455,21,0
F22Q30007772,9,1
F22Q20174934,22,0
F22Q10071233,17,0
F22Q10504108,21,0
F22Q10530954,17,0
F22Q20164087,18,0
F23Q30010443,10,1
F22Q20328908,20,0
F22Q10551701,22,0
F22Q10511373,21,0
F22Q20079871,21,0
F23Q30014783,24,0
F22Q20333296,19,0
F23Q30238223,14,0
F23Q10055255,18,0
F22Q20273728,21,0
F22Q40031549,19,0
F22Q40054318,14,0
F22Q20280647,15,0
F22Q10077565,8,1
F22Q20107186,19,0
F22Q10073042,16,0
F22Q30124051,15,0
F22Q10179321,8,1
F23Q20019283,10,1
F23Q10028073,14,0
F23Q10050395,21,0
F23Q20239656,12,1
F22Q10434589,24,0
F23Q20004941,13,0
F22Q20168577,21,0
F22Q30088254,23,0
F22Q10054146,19,0
F22Q10450008,21,0
F23Q10012587,3,1
F22Q20114122,14,0
F22Q30281634,15,0
F22Q20377217,3,1
F22Q10460680,21,0
F22Q30288248,4,1
F22Q40174397,24,0
F22Q40187850,21,0
F23Q20108409,16,0
F22Q30198928,3,1
F22Q10390828,17,0
F22Q20145487,4,1
F22Q30028681,12,1
F22Q10257368,14,0
F22Q20416277,11,1
F23Q20140315,20,0
F23Q20149841,10,1
F22Q30257238,23,0
F22Q40190733,9,1
F22Q20272501,24,0
F22Q20229658,19,0
F22Q30260255,20,0
F23Q20259111,17,0
F22Q20281925,17,0
F22Q10238245,9,1
F22Q20273300,18,0
F22Q10121657,10,1
F22Q20086588,17,0
F22Q40022770,15,0
F22Q30240485,14,0
F23Q10068345,11,1
F22Q40104504,20,0
F22Q40117136,10,1
F23Q30140228,13,0
F22Q30029597,12,1
F22Q20109818,14,0
F22Q40118692,10,1
F22Q10192827,19,0
F22Q20142753,15,0
F23Q10133438,5,1
F22Q30045486,7,1
F22Q40126723,12,1
F22Q30171318,13,0
F22Q30034713,24,0
F22Q40204550,16,0
F23Q30216835,20,0
F22Q40205450,24,0
F23Q20033080,13,0
F23Q30107180,4,1
F23Q30230561,20,0
F23Q20110114,18,0
F22Q10059984,11,1
F22Q10257930,22,0
F22Q30245023,16,0
F22Q20163921,23,0
F22Q20118233,10,1
F23Q20261570,19,0
F23Q30038937,16,0
F23Q30059693,5,1
F22Q20375801,4,1
F23Q30217702,11,1
F23Q10153826,13,0
F23Q30128535,17,0
F23Q10137134,20,0
F22Q20063920,9,1
F22Q20112781,9,1
F22Q40218085,16,0
F23Q20070841,21,0
F22Q20428046,17,0
F22Q30157405,24,0
F22Q40144776,10,1
F23Q20218254,18,0
F22Q30279426,12,1
F23Q20033700,20,0
F22Q20272199,10,1
F22Q10003564,3,1
F22Q10506056,20,0
F22Q20366096,19,0
F23Q20216616,12,1
F22Q30333812,17,0
F22Q20257532,11,1
F22Q10518388,18,0
F22Q10082365,14,0
F22Q30060214,15,0
F22Q10084199,12,1
F22Q10564998,21,0
F22Q10511174,4,1
F22Q20283038,19,0
F22Q10454599,15,0
F22Q10302131,22,0
F22Q30337097,8,1
F22Q20335210,18,0
F23Q30219206,12,1
F22Q10433167,9,1
F22Q20413170,23,0
F22Q40194978,22,0
F23Q30247875,17,0
F22Q30158700,10,1
F22Q10370634,5,1
F22Q10540448,20,0
F22Q30285707,6,1
F23Q30176181,17,0
F23Q30006703,13,0
F23Q30072905,10,1
F22Q10440293,3,1
F22Q30328356,10,1
F22Q20358717,20,0
F23Q30035814,16,0
F22Q20211253,17,0
F22Q30094956,24,0
F23Q30119869,14,0
F23Q10139580,14,0
F23Q10023402,22,0
F22Q30048464,6,1
F22Q30050734,4,1
F22Q30222846,17,0
F22Q10089791,16,0
F22Q30150711,21,0
F23Q10131639,8,1
F23Q30164793,14,0
F22Q30130893,13,0
F23Q10070058,9,1
F22Q10428690,22,0
F23Q30032214,18,0
F23Q30011047,10,1
F23Q20229851,19,0
F22Q20285754,16,0
F22Q40116700,12,1
F23Q10093784,8,1
F22Q20436799,4,1
F22Q10059644,21,0
F22Q30134149,16,0
F23Q10114425,12,1
F22Q30191637,12,1
F22Q10538523,17,0
F22Q30194924,17,0
F22Q40186717,24,0
F22Q20406596,12,1
F22Q20024744,12,1
F22Q20195545,12,1
F22Q30110027,17,0
F22Q40088554,23,0
F22Q40202844,6,1
F22Q10026940,17,0
F22Q10203382,11,1
F22Q10027412,18,0
F23Q20160516,21,0
F23Q10172932,7,1
F22Q10036508,9,1
F22Q10210252,23,0
F23Q10177609,22,0
F22Q40027086,23,0
F23Q20035578,18,0
F22Q30081666,11,1
F22Q10380385,18,0
F22Q20221176,10,1
F22Q20300770,13,0
F22Q40060005,23,0
F22Q10130779,4,1
F22Q20037425,23,0
F22Q20311963,3,1
F22Q10314097,17,0
F22Q10571008,5,1
F22Q40158746,14,0
F22Q10063050,19,0
F22Q10546127,20,0
F22Q30151426,14,0
F22Q30168517,5,1
F22Q20370124,7,1
F22Q20155921,4,1
F22Q40192652,8,1
F23Q20261123,15,0
F22Q30258353,10,1
F22Q20416326,19,0
F22Q40207055,24,0
F22Q10444764,10,1
F23Q30065359,5,1
F22Q20343025,17,0
F22Q10141954,20,0
F22Q20236809,7,1
F23Q10094059,5,1
F22Q40135121,24,0
F22Q40024392,6,1
F22Q10468477,22,0
F23Q20182320,11,1
F22Q30223852,7,1
F22Q10474679,17,0
F22Q20194176,3,1
F22Q10226036,17,0
F22Q30126874,16,0
F22Q10321360,4,1
F22Q20264763,3,1
F22Q30317470,14,0
F23Q10047117,19,0
F23Q20072138,18,0
F22Q20372499,9,1
F23Q10001237,15,0
F22Q20305055,24,0
F22Q30046112,22,0
F23Q10008570,6,1
F22Q20406330,5,1
F22Q10447490,7,1
F22Q10303686,10,1
F22Q30126409,13,0
F22Q30316135,10,1
F22Q40092542,18,0
F23Q20171592,17,0
F23Q20147610,21,0
F22Q30266706,21,0
F22Q30275530,24,0
F22Q30046544,23,0
F22Q30079556,24,0
F22Q40045445,5,1
F22Q40094434,19,0
F23Q20255205,6,1
F22Q20020441,8,1
F22Q30272581,24,0
F22Q10481857,21,0
F22Q10273703,4,1
F23Q30080368,22,0
F22Q40207469,16,0
F23Q30062837,15,0
F22Q10149844,12,1
F22Q10331708,15,0
F23Q10011445,13,0
F22Q10469708,6,1
F22Q10046649,11,1
F23Q30236489,8,1
F22Q10446039,12,1
F23Q20272115,8,1
F22Q20380856,24,0
F22Q30252443,24,0
F23Q10036195,23,0
F22Q10235875,11,1
F22Q40089398,24,0
F22Q10148231,8,1
F22Q30096450,23,0
F22Q30328290,24,0
F22Q10267270,14,0
F22Q30004537,8,1
F22Q10190603,12,1
F22Q30164515,16,0
F23Q30030627,17,0
F22Q30041940,5,1
F22Q40023590,8,1
F23Q20261779,17,0
F22Q10382109,20,0
F23Q30188829,10,1
F23Q30105299,13,0
F22Q10270202,17,0
F22Q10471270,13,0
F22Q20234109,24,0
F22Q10228050,22,0
F22Q30198977,5,1
F22Q10500812,3,1
F22Q20163790,3,1
F22Q40059956,11,1
F22Q30334580,23,0
F22Q10313183,20,0
F23Q20075894,15,0
F22Q10293641,15,0
F22Q30230391,10,1
F22Q10073675,3,1
F22Q40127925,9,1
F22Q40199457,21,0
F23Q10009422,20,0
F23Q30130392,14,0
F22Q40057184,20,0
F22Q10448931,12,1
F22Q30192330,23,0
F23Q10002651,14,0
F22Q10358546,8,1
F22Q10115449,5,1
F22Q20364934,14,0
F22Q30169120,23,0
F22Q40079379,17,0
F22Q20151570,10,1
F22Q10365751,13,0
F23Q10013385,22,0
F22Q10161612,15,0
F22Q20424700,19,0
F23Q30163496,22,0
F23Q30130363,21,0
F23Q20057825,12,1
F23Q20160659,20,0
F22Q20427731,11,1
F22Q10530206,4,1
F23Q20062796,18,0
F22Q10346286,8,1
F22Q20055663,3,1
F22Q20173101,14,0
F22Q30248174,4,1
F22Q20307509,15,0
F22Q20335723,5,1
F23Q10075810,21,0
F23Q30032751,6,1
F23Q30097358,19,0
F23Q20180486,19,0
F22Q40168549,5,1
F22Q40029441,15,0
F23Q20087570,16,0
F22Q10441011,21,0
F22Q40027530,16,0
F22Q30311162,7,1
F23Q10082442,15,0
F22Q20286456,3,1
F22Q20340932,19,0
F23Q20145528,13,0
F23Q30015518,19,0
F22Q10560391,6,1
F23Q30261706,23,0
F23Q20162899,16,0
F22Q20082353,4,1
F22Q20179830,9,1
F22Q30113976,17,0
F22Q10269857,22,0
F22Q30089926,24,0
F22Q20305079,8,1
F22Q20200639,17,0
F22Q20279813,13,0
F22Q40002481,6,1
F22Q10124881,17,0
F22Q10196178,3,1
F22Q10298405,4,1
F22Q40081684,21,0
F22Q30103215,4,1
F23Q30107371,9,1
F22Q40154599,16,0
F22Q30001557,22,0
F23Q30086999,7,1
F23Q30109032,11,1
F22Q40097259,24,0
F23Q20097017,18,0
F22Q20080404,3,1
F23Q10128299,8,1
F23Q20017966,14,0
F22Q30277345,23,0
F22Q40194428,15,0
F22Q10198572,22,0
F22Q30150244,24,0
F23Q10038294,8,1
F22Q20395221,20,0
F23Q20268876,17,0
F22Q20340104,10,1
F23Q30199367,9,1
F22Q20360192,10,1
F23Q10127323,20,0
F22Q10472002,4,1
F22Q20011188,22,0
F22Q10385875,9,1
F23Q20052224,10,1
F23Q30121415,20,0
F22Q30208346,18,0
F22Q10267992,15,0
F22Q10030696,10,1
F23Q30253406,18,0
F23Q10058994,9,1
F23Q20235795,4,1
F22Q40032436,13,0
F22Q20323946,16,0
F22Q20070957,5,1
F22Q10562045,23,0
F23Q30191998,24,0
F23Q10152599,4,1
F22Q10183220,24,0
F22Q10072774,10,1
F22Q20054742,23,0
F22Q40173971,23,0
F22Q40062290,12,1
F22Q30274891,15,0
F23Q20048099,6,1
F22Q30006964,17,0
F22Q30158329,14,0
F22Q10468362,6,1
F22Q10496690,14,0
F22Q10445962,16,0
F22Q10494833,4,1
F22Q10550998,3,1
F22Q20169773,17,0
F22Q20195524,15,0
F23Q30030280,21,0
F22Q30163498,12,1
F22Q40116755,16,0
F22Q40182147,11,1
F22Q30309536,10,1
F22Q30218854,23,0
F23Q20113054,14,0
F23Q30051501,21,0
F23Q20039143,18,0
F22Q10007616,21,0
F23Q30023399,5,1
F22Q30208643,21,0
F23Q10176882,20,0
F22Q30216929,24,0
F22Q10378197,6,1
F22Q20334787,6,1
F23Q10044266,22,0
F22Q30103443,9,1
F23Q10181612,18,0
F23Q10074450,22,0
F23Q10026894,9,1
F23Q20262940,17,0
F23Q20249815,11,1
F22Q20175523,24,0
F22Q30174882,24,0
F22Q10526810,19,0
F22Q10428503,3,1
F22Q30056594,4,1
F23Q30077845,5,1
F22Q20231573,17,0
F22Q10361962,17,0
F22Q30306772,3,1
F22Q10311711,14,0
F23Q10093773,13,0
F22Q20121003,13,0
F22Q40006700,4,1
F23Q10050960,21,0
F22Q10265670,5,1
F22Q10511377,11,1
F22Q40108782,10,1
F22Q30115050,21,0
F23Q30196145,20,0
F23Q10047340,12,1
F22Q30096328,17,0
F22Q20277039,9,1
F22Q10494407,9,1
F22Q30178950,4,1
F22Q30230869,16,0
F22Q20410502,19,0
F22Q40168186,6,1
F23Q20267406,19,0
F22Q10362023,24,0
F22Q10125865,17,0
F22Q40035730,11,1
F23Q10086371,20,0
F23Q10102988,22,0
F23Q30008223,22,0
F22Q20268125,9,1
F22Q40003186,13,0
F23Q30174408,3,1
F23Q30234612,7,1
F22Q30260096,8,1
F22Q30311847,4,1
F22Q40206077,7,1
F22Q30006670,8,1
F23Q10027579,19,0
F22Q10126108,11,1
F22Q20234874,19,0
F22Q10555169,8,1
F23Q10003211,12,1
F23Q30137779,12,1
F23Q30214477,9,1
F22Q30229907,10,1
F23Q20136764,7,1
F23Q20081302,9,1
F22Q40011732,14,0
F22Q10465526,8,1
F23Q10094996,21,0
F23Q30189650,14,0
F22Q10382910,10,1
F23Q10120843,20,0
F23Q10182524,23,0
F23Q20216920,24,0
F22Q10554043,7,1
F22Q20188829,22,0
F22Q20337959,12,1
F22Q20386275,5,1
F23Q30240111,23,0
F22Q20380513,18,0
F22Q20222221,20,0
F23Q30045600,16,0
F22Q30312740,12,1
F23Q10093178,12,1
F23Q10103611,23,0
F22Q20315728,24,0
F22Q40006703,22,0
F22Q10424233,19,0
F23Q20147516,17,0
F22Q10207293,20,0
F23Q10016040,19,0
F22Q20358935,19,0
F22Q20319757,19,0
F22Q10112960,13,0
F22Q10458328,23,0
F22Q30057328,5,1
F22Q10512252,6,1
F23Q10052832,10,1
F23Q30152278,6,1
F23Q20138351,6,1
F23Q30007328,13,0
F22Q20025205,19,0
F22Q40157670,18,0
F23Q10049672,6,1
F22Q20191108,8,1
F22Q10517130,20,0
F22Q30301479,20,0
F22Q40058675,18,0
F22Q20170626,17,0
F22Q10316291,6,1
F22Q20076298,10,1
F23Q30144637,6,1
F22Q30073297,12,1
F22Q30003717,20,0
F23Q30184813,10,1
F23Q20013774,12,1
F22Q10110219,8,1
F23Q30122513,20,0
F22Q30248948,12,1
F22Q20216613,9,1
F22Q30109251,19,0
F22Q30029108,5,1
F22Q10395467,16,0
F23Q10140368,19,0
F22Q10198927,23,0
F22Q20307336,17,0
F22Q20135894,5,1
F23Q30055554,5,1
F23Q30190478,21,0
F22Q10520296,6,1
F22Q10445958,12,1
F22Q20416216,12,1
F23Q20011870,14,0
F23Q30023001,18,0
F22Q20056730,7,1
F22Q30186934,21,0
F23Q30096874,22,0
F23Q30130411,14,0
F23Q30202744,20,0
F22Q40035869,3,1
F23Q10034171,12,1
F23Q20173453,4,1
F22Q20078787,4,1
F23Q20144213,11,1
F23Q30141003,3,1
F22Q20143644,9,1
F22Q10252508,19,0
F22Q10480438,24,0
F22Q40068328,8,1
F23Q30061148,20,0
F22Q20248870,17,0
F22Q10497064,6,1
F23Q10094134,24,0
F22Q30069459,22,0
F22Q20292021,22,0
F22Q20233505,8,1
F22Q40071513,18,0
F23Q20143055,21,0
F23Q10185732,20,0
F22Q20285980,3,1
F22Q10475431,20,0
F22Q10176517,23,0
F22Q10358027,21,0
F23Q10163363,22,0
F22Q20401098,24,0
F22Q10124539,5,1
F22Q30298161,12,1
F23Q10001447,9,1
F22Q10377274,21,0
F22Q10515913,23,0
F23Q10154903,24,0
F23Q20123171,18,0
F22Q20013953,21,0
F22Q10515250,10,1
F23Q30155579,11,1
F22Q30273460,21,0
F23Q30085260,15,0
F22Q20048509,17,0
F23Q10055238,7,1
F22Q40036199,3,1
F22Q30111221,8,1
F22Q40035788,17,0
F23Q20021776,14,0
F23Q20074301,18,0
F22Q10142350,19,0
F22Q40073979,23,0
F22Q40132053,10,1
F22Q40213125,10,1
F22Q30276956,6,1
F22Q40153526,5,1
F22Q20193442,7,1
F22Q30079204,20,0
F22Q10200534,10,1
F22Q30056871,20,0
F22Q10313292,3,1
F22Q30077390,7,1
F22Q40129252,14,0
F22Q30254220,20,0
F22Q30298819,9,1
F22Q10104873,12,1
F22Q10192803,6,1
F22Q10451463,11,1
F22Q40105248,3,1
F22Q30038896,12,1
F22Q20373441,18,0
F22Q20170462,6,1
F22Q40216040,19,0
F22Q40049770,9,1
F22Q40088540,14,0
F22Q10007396,22,0
F22Q10234474,17,0
F22Q40136460,13,0
F22Q10050652,20,0
F23Q20206490,11,1
F22Q20411197,13,0
F22Q20384873,16,0
F23Q30115224,24,0
F22Q10360153,6,1
F23Q20034610,22,0
F22Q30334373,15,0
F22Q30290815,15,0
F23Q30099312,15,0
F23Q20012171,8,1
F22Q40125402,17,0
F22Q40178162,7,1
F22Q20189594,24,0
F23Q30065406,12,1
F22Q40129661,24,0
F23Q30113907,22,0
F22Q20120586,17,0
F23Q20151202,24,0
F22Q20220043,13,0
F22Q20037962,12,1
F22Q10579913,23,0
F22Q10503174,20,0
F23Q10093723,16,0
F22Q20388977,19,0
F23Q10130128,7,1
F22Q10251864,19,0
F22Q30086473,10,1
F22Q20013277,18,0
F22Q10392458,14,0
F22Q20056129,7,1
F22Q10328543,24,0
F22Q40050318,9,1
F22Q40092063,9,1
F23Q30111369,22,0
F23Q20039172,20,0
F22Q10177896,23,0
F22Q20264927,14,0
F22Q30235240,24,0
F23Q10041177,13,0
F23Q30247218,23,0
F22Q30229677,7,1
F22Q10432164,13,0
F22Q30268859,22,0
F23Q10080727,23,0
F23Q10108395,18,0
F22Q30128934,9,1
F23Q30034427,8,1
F22Q30029481,4,1
F23Q20017512,9,1
F22Q20149504,3,1
F22Q30033073,6,1
F23Q20081643,13,0
F22Q20250813,22,0
F22Q10375476,19,0
F22Q40012343,19,0
F22Q20124177,11,1
F22Q40195389,9,1
F22Q40015223,18,0
F22Q30121375,6,1
F22Q40210802,11,1
F22Q30041417,16,0
F23Q10095421,6,1
F22Q20365688,15,0
F23Q20160035,18,0
F22Q30212736,21,0
F22Q40011961,22,0
F22Q30261353,15,0
F23Q20242633,17,0
F22Q20373676,6,1
F22Q30181933,11,1
F22Q30235017,6,1
F23Q20021186,5,1
F23Q10139001,7,1
F23Q10003410,9,1
F22Q20265832,24,0
F22Q20229737,18,0
F22Q30135312,8,1
F23Q20065506,21,0
F22Q30045007,14,0
F22Q20139886,6,1
F23Q20268512,21,0
F23Q10111443,21,0
F22Q20140956,10,1
F22Q30147178,11,1
F22Q30032224,24,0
F22Q10275140,15,0
F23Q20270644,8,1
F22Q30276974,16,0
F23Q10026720,11,1
F22Q10141324,15,0
F22Q10319102,20,0
F23Q10143406,19,0
F23Q20274248,24,0
F23Q10165320,7,1
F23Q20091877,16,0
F22Q20382187,16,0
F22Q20280450,11,1
F23Q20097489,17,0
F22Q40143027,21,0
F22Q10315840,10,1
F22Q30222296,3,1
F22Q10065075,11,1
F22Q30215396,13,0
F23Q30017976,14,0
F22Q20060699,22,0
F22Q40128037,22,0
F22Q30237326,10,1
F22Q20174185,8,1
F22Q30162730,12,1
F22Q20338130,16,0
F22Q10352920,14,0
F23Q20098774,13,0
F22Q20070539,21,0
F22Q40155640,11,1
F22Q20129995,18,0
F22Q20192558,20,0
F22Q20030727,11,1
F23Q20081432,20,0
F22Q10249907,19,0
F23Q20265829,12,1
F22Q10420215,12,1
F22Q10067033,23,0
F22Q30331326,15,0
F22Q40048549,19,0
F22Q20155982,24,0
F23Q20229636,10,1
F22Q40022370,17,0
F23Q30102664,11,1
F22Q10175968,11,1
F22Q30220981,7,1
F22Q20276509,24,0
F23Q20073107,19,0
F22Q30329237,11,1
F23Q20039904,13,0
F22Q20280918,21,0
F22Q20114643,12,1
F23Q20216364,8,1
F23Q10008748,18,0
F22Q10063217,11,1
F22Q30028926,12,1
F22Q20263732,5,1
F23Q10010313,14,0
F22Q10276361,18,0
F23Q30170917,3,1
F22Q40213257,8,1
F23Q20206359,24,0
F22Q10356174,17,0
F22Q40001970,13,0
F22Q10385601,11,1
F22Q30198057,11,1
F23Q20158639,11,1
F22Q20372304,20,0
F22Q20118273,15,0
F22Q20154622,4,1
F22Q10420141,12,1
F23Q10075382,22,0
F22Q10582313,17,0
F22Q10109995,22,0
F23Q30172969,16,0
F22Q20007655,17,0
F22Q40004145,23,0
F22Q10173583,21,0
F22Q10414790,17,0
F23Q30180572,6,1
F22Q10432161,15,0
F23Q20104069,13,0
F22Q30123991,15,0
F23Q30047616,14,0
F22Q30094933,12,1
F23Q30123216,20,0
F22Q30213143,15,0
F23Q10127353,15,0
F22Q40072250,23,0
F23Q20105936,13,0
F23Q10061538,17,0
F23Q30230847,7,1
F23Q10055168,17,0
F22Q40139638,12,1
F22Q30100328,16,0
F22Q40089054,7,1
F22Q30031338,6,1
F23Q20208009,20,0
F22Q10428120,16,0
F22Q10439445,12,1
F23Q20073195,24,0
F23Q20027836,18,0
F22Q20308003,5,1
F23Q20108653,3,1
F22Q40197459,22,0
F23Q20032435,20,0
F22Q40215345,16,0
F23Q30051771,5,1
F23Q20257049,22,0
F23Q30204704,12,1
F22Q30259582,11,1
F22Q30159767,11,1
F22Q40197863,20,0
F23Q10146551,10,1
F22Q30150040,14,0
F22Q30149781,17,0
F23Q30021523,22,0
F22Q10532088,11,1
F23Q30201971,24,0
F22Q30297986,16,0
F23Q10160760,22,0
F22Q20067942,9,1
F22Q10056734,5,1
F23Q10123858,7,1
F22Q20258773,10,1
F22Q20053567,20,0
F22Q30209593,16,0
F22Q30075713,18,0
F22Q20009957,5,1
F23Q30046194,19,0
F23Q10053020,8,1
F22Q20065680,17,0
F23Q10063254,24,0
F22Q10459017,11,1
F22Q30282819,14,0
F22Q10220013,9,1
F22Q10362060,20,0
F22Q40063165,3,1
F23Q10111648,15,0
F23Q20053265,8,1
F22Q30283539,17,0
F23Q30099949,19,0
F22Q30223574,14,0
F23Q10020076,19,0
F22Q40212501,20,0
F22Q30123905,4,1
F23Q10086283,24,0
F22Q20178812,5,1
F22Q30245402,23,0
F22Q30035419,19,0
F22Q30004510,23,0
F23Q30022985,11,1
F22Q10176357,18,0
F23Q30240176,12,1
F23Q30047419,15,0
F23Q30146888,19,0
F22Q40089126,21,0
F22Q30225326,3,1
F23Q20045036,17,0
F23Q30029589,13,0
F22Q30101635,13,0
F23Q20211710,22,0
F22Q30017816,24,0
F22Q30336934,21,0
F22Q30087508,13,0
F22Q10520460,23,0
F22Q30194116,6,1
F23Q10075655,12,1
F22Q20355260,20,0
F23Q30256498,23,0
F22Q30128253,22,0
F22Q10353037,3,1
F22Q40091645,15,0
F23Q30081052,23,0
F22Q10286273,6,1
F22Q30258212,12,1
F22Q10044651,3,1
F22Q10198148,24,0
F22Q10510995,24,0
F22Q10260414,15,0
F23Q30224001,14,0
F22Q40203069,17,0
F22Q10073467,11,1
F22Q30210391,23,0
F22Q20055822,7,1
F22Q30319731,6,1
F22Q20064287,16,0
F22Q10137619,12,1
F22Q10546357,15,0
F22Q10104737,13,0
F22Q10340033,11,1
F23Q10168289,7,1
F23Q30249578,16,0
F22Q20045129,14,0
F23Q20180288,19,0
F22Q10114677,9,1
F23Q10147981,16,0
F22Q20010221,10,1
F22Q10485590,9,1
F23Q10183978,13,0
F22Q20265494,14,0
F22Q10278343,23,0
F22Q30113227,18,0
F22Q20301785,3,1
F22Q20255326,4,1
F22Q10559544,24,0
F22Q10442915,21,0
F22Q30260554,12,1
F23Q20112700,20,0
F22Q30159905,15,0
F22Q10207920,13,0
F22Q40041394,22,0
F22Q30043104,3,1
F22Q10209495,14,0
F22Q10430699,21,0
F22Q30311389,7,1
F22Q30316778,11,1
F22Q20088142,18,0
F22Q40334426,8,1
F22Q30084481,16,0
F22Q10202267,24,0
F22Q10343693,5,1
F23Q10043083,22,0
F22Q20360378,24,0
F22Q40174494,13,0
F23Q30234214,17,0
F22Q20266319,14,0
F22Q30112581,22,0
F22Q20139903,18,0
F22Q30106277,18,0
F22Q30082065,23,0
F22Q10536460,17,0
F22Q30169902,9,1
F23Q30177735,17,0
F22Q30090450,16,0
F22Q20406677,9,1
F22Q30133919,21,0
F22Q20006426,8,1
F22Q40013953,16,0
F22Q40171729,17,0
F22Q30058832,23,0
F23Q30142205,19,0
F22Q30127313,3,1
F22Q30304254,16,0
F23Q10052596,14,0
F22Q10149117,4,1
F22Q30077399,7,1
